X_coordinate,Y_coordinate,state,code,name,zone,address
,,Bihar,PBS,Purab Sarai,ER,"Munger, Bihar"
82.3506715509,25.3053173094,Uttar Pradesh,JGG,JANGIGANJ,NER,"Allahabad, Uttar Pradesh"
75.7748230174184,20.8064276071348,Maharashtra,JMNR,Jamner,CR,"Jamner, Maharashtra"
93.0079584382474,25.132585153047,Assam,JTG,Jatinga,NFR,"Jatinga, Assam"
,,Gujarat,JMB,Jambusar Junction,WR,"Bharuch Jambusar, Gujarat"
,,Gujarat,JMBC,Jambusar City,WR,"Jambusar, Gujarat"
70.615184,21.735313,Gujarat,JTP,Jetpur,WR,"Jetpur, Gujarat"
92.527405,24.307199,Assam,JMRA,Jamira,?,"Bairabi Rd, Assam"
,,Jharkhand,JONA,Jonha,SER,"State Highway 2, Jharkhand"
,,Bihar,JPAH,Jagdishpur Halt,ECR,"Darbhanga, Bihar"
70.593046,21.032797,Gujarat,JBB,Jambur,WR,"Jambur, Gujarat"
85.1270959845,23.3522113974,Jharkhand,ITKY,Itky,SER,"Ranchi, Jharkhand"
75.3901786543429,28.1068840638572,Rajasthan,JJN,Jhunjhunun,NWR,"Jhunjhunu, Rajasthan"
73.7605,22.28593,Gujarat,JBU,Jabugam,WR,"Vadodara, Gujarat"
94.217106,26.750692,Assam,JTTN,Jorhat Town,NFR,"Jorhat, Assam"
74.602033,30.510447,Punjab,JBW,Jhabelwali,NR,"State Highway 16, Punjab"
71.24586,25.716785,Rajasthan,JSA,Jasai,?,"State Highway 40, Rajasthan"
73.01088,23.835435,Gujarat,IDAR,Idar,WR,"Sabarkantha, Gujarat"
75.890113,27.850784,Rajasthan,JLLO,Jhilo,NWR,"State Highway 13, Rajasthan"
77.785833,28.671653,Uttar Pradesh,HZR,Hafizpur,NR,"Hafizpur, Uttar Pradesh"
75.545676,32.218706,Punjab,JK,Jakolari,NR,"National Highway 15, Punjab"
77.802358,26.344599,Madhya Pradesh,JPO,Jora Alapur,NCR,"Joura, Madhya Pradesh"
79.960351,23.091964,Madhya Pradesh,JPV,Jamtara Paraswara,SECR,"Howbadh Jabalpur, Madhya Pradesh"
78.768653,28.560472,Uttar Pradesh,JRJ,JARGAON,NR,"Chandausi, Uttar Pradesh"
75.110555,17.2166,Maharashtra,JTRD,JATH ROAD,CR,"State Highway 71, Maharashtra"
75.777193,18.274834,Maharashtra,KCB,KUSLAMB,CR,"State Highway 77, Maharashtra"
75.101751,23.829547,Madhya Pradesh,KCNR,KACHNARA ROAD,WR,"State Highway 31, Madhya Pradesh"
74.764389,24.557577,Rajasthan,JWO,JAWAD ROAD,WR,"National Highway 79, Rajasthan"
73.86827,24.22064,Rajasthan,JYM,JAI SAMAND ROAD,NWR,"Dengari, Rajasthan"
79.041353,28.346844,Uttar Pradesh,KEG,KARENGI,NR,"Karengi, Uttar Pradesh"
70.928239,26.91655,Rajasthan,JSM,JAISALMER,NWR,"Jaisalmer, Rajasthan"
92.197461,26.126114,Assam,JID,JAGI ROAD,NFR,"Jagiroad, Assam"
83.369563,25.740942,Uttar Pradesh,JKN,JAKHANIAN,NER,"State Highway 67, Uttar Pradesh"
79.903128,23.168783,Madhya Pradesh,KEQ,KACHHPURA,WCR,"Jabalpur, Madhya Pradesh"
72.96576,20.729778,Gujarat,JRS,JORAVASAN,WR,"Joravasan, Gujarat"
70.57391,21.729374,Gujarat,JLR,JETALSAR JN,WR,"Rajkot, Gujarat"
78.596143,22.78247,Madhya Pradesh,JHT,JUNEHTA,WCR,"State Highway 22, Madhya Pradesh"
80.740844,27.521338,Uttar Pradesh,KB,KHAIRATABAD,NER,"Sitapur National Highway 24, Uttar Pradesh"
71.345267,21.450312,Gujarat,JIR,JIRA ROAD,WR,"SH 236, Gujarat"
76.369265,29.16948,Haryana,JJT,JAI JAI WANTI,NR,"Jind, Haryana"
80.728934,27.680642,Uttar Pradesh,JKP,JHAREKAPUR,NER,"Sitapur, Uttar Pradesh"
80.226651,25.902334,Uttar Pradesh,JSB,Yamuna South Bank,NCR,"Uttar Pradesh, Uttar Pradesh"
86.904491,23.353363,West Bengal,JPH,JHANTIPAHARI,?,"Bankura District, West Bengal"
87.116949,25.881604,Bihar,JNKR,Janakinagar,ECR,"Chapra, Bihar"
75.739115,29.83946,Punjab,KAGR,KAGANGARH,NR,"MDR 102, Punjab"
78.897525,21.825569,Madhya Pradesh,KFP,Kukra Khapa,SECR,"State Highway 19, Madhya Pradesh"
,,Kerala,KALD,Kalanad,SR,"Kizur Rd, Kerala"
,,Rajasthan,KALN,Kalana,NWR,"MDR 18, Rajasthan"
,,Andhra Pradesh,KAPM,Kottapalem,ECoR,"Vishakhapatnam, Andhra Pradesh"
,,Maharashtra,KBGN,Khubagaon,CR,"Khubagaon, Maharashtra"
82.554679,18.896375,Orissa,JYP,JEYPORE,?,"Jeypore, Orissa"
75.57373,29.209394,Haryana,JKHI,Jakhod Khera,NWR,"Jakhodlkhera, Haryana"
78.863805,27.944171,Uttar Pradesh,KCO,Kachhia Bridge,NER,"State Highway 33, Uttar Pradesh"
88.39808402583,22.4722910466089,Gujarat,KAVI,Kavi,WR,"Bharuch, Gujarat"
85.7706619788,22.4200106276,Jharkhand,JNK,Jhinkpani,SER,"Jorapokhar, Jharkhand"
73.1955095032,25.8474354519,Rajasthan,KAI,KAIRLA,NWR,"Pali, Rajasthan"
78.606343,10.873546,Tamil Nadu,JPM,JIYAPURAM,?,"NH 67, Tamil Nadu"
,,West Bengal,KCY,Kaichar,ER,"Kaichar, West Bengal"
,,Bihar,KDRA,Kadampura,ECR,"Kadampura, Bihar"
86.912796,21.668795,Orissa,JRG,Jugpura,?,"Mayurbhanj, Orissa"
74.84733,28.199319,Rajasthan,JOH,Juharpura,NWR,"State Highway 69, Rajasthan"
75.218369,29.493382,Haryana,JOK,Jodhka,?,"Sirsa, Haryana"
85.0950627991,25.4744929325,,JTDM,Jatdumri Halt,?,
79.757506,11.919269,Puducherry,VI,Villianur,SR,"NH 45A, Puducherry"
72.1076480029,23.2223025231,Gujarat,JKS,Jaksi,WR,"State HIghway 138, Gujarat"
88.534887,22.705299,West Bengal,KBGH,Karea Kadambagachhi,ER,"State Highway 2, West Bengal"
76.374648,28.50653,Haryana,JRL,Jharili,NWR,"Jhajjar, Haryana"
75.377777,32.002349,Punjab,JHWR,Jhawar,NR,"National Highway 15, Punjab"
88.330404,25.6393,West Bengal,KAJ,Kaliyaganj,NFR,"RaiGanj, West Bengal"
82.111598,26.409469,Uttar Pradesh,KBE,KUREBHAR,NR,"MDR 66E, Uttar Pradesh"
79.54633,29.266583,Uttarakhand,KGM,KATHGODAM,NER,"Kathgodam, Uttarakhand"
75.811482,16.530215,Karnataka,KDGI,KUDGI,SWR,"NH 13, Karnataka"
76.02555,31.166967,Punjab,KHHJ,Khatkar Kalan,NR,"Nawan Shahar, Punjab"
73.81051,24.02828,Rajasthan,KDLG,KUNDALGARH,NWR,"Dungarpur, Rajasthan"
89.447487,26.687507,West Bengal,KCF,KALCHINI,NFR,"NH 31C, West Bengal"
75.157805,17.298963,Maharashtra,JVA,JAVALE,CR,"State Highway 71, Maharashtra"
82.399136,25.55713,Uttar Pradesh,JUA,JARAUNA,NR,"Alamganj, Uttar Pradesh"
74.551613,16.791339,Maharashtra,JSP,JAYASINGPUR,CR,"Jaysingpur, Maharashtra"
74.875061,15.459597,Karnataka,KBI,KAMBRGANVI,SWR,"State Highway 34, Karnataka"
72.004602,21.739201,Gujarat,KDMR,KODIYAR MANDIR,WR,"SH 21, Gujarat"
74.551218,30.901617,Punjab,KIQ,Khai Phemeki,NR,"State Highway 20, Punjab"
78.120775,29.928457,Uttarakhand,JWP,JWALAPUR,NR,"Jwalapur, Uttarakhand"
80.0382402954,25.3851912181,Uttar Pradesh,KBR,KABRAI,NCR,"National Highway 76, Uttar Pradesh"
77.578988,25.316453,Madhya Pradesh,KCR,KHONKER,WCR,"Shivpuri, Madhya Pradesh"
76.43343,15.251727,Karnataka,KGW,KARIGANURU,SWR,"Bellary, Karnataka"
76.143959,15.353868,Karnataka,KBL,KOPPAL,SWR,"Koppal, Karnataka"
77.48431,12.918047,Karnataka,KGI,KENGERI,SWR,"Bengaluru, Karnataka"
74.671641,30.856795,Punjab,KBU,KASU BEGU,NR,"Kasu Begu, Punjab"
75.719041,15.447817,Karnataka,KGX,KANGINHAL,SWR,"Gadag, Karnataka"
72.840078,19.069166,Maharashtra,KHAR,KHAR,WR,"Mumbai, Maharashtra"
72.852098,19.204551,Maharashtra,KILE,KANDIVLI,WR,"Mumbai, Maharashtra"
72.507154,24.291967,Gujarat,JTY,JETHI,NWR,"BANASKANTHA, Gujarat"
70.358859,25.755537,Rajasthan,JSD,Jaisingder,?,"Barmer, Rajasthan"
,,Uttar Pradesh,KIE,Khiria Khurd,NER,"Shahbaznagar, Uttar Pradesh"
92.2952717633,24.5804202061,Assam,KKGT,Kalkalighat,NFR,"National Highway 44, Assam"
76.68023,14.59167,Karnataka,BOMN,Bommagundanakere,SWR,"Bellary-Hiriyur Rd, Karnataka"
76.957617,11.238611,Tamil Nadu,KAY,Karaimadai,SR,"Karamadai, Tamil Nadu"
70.932064,21.653052,Gujarat,KKK,Khakharia,WR,"State Highway 110, Gujarat"
77.75277,28.785394,Uttar Pradesh,KALI,Kaili,NR,"State Highway 18, Uttar Pradesh"
88.09337895,22.83998676,West Bengal,KKAE,Kaikala,ER,"State Highway 2, West Bengal"
74.495544,30.80909,Punjab,JTH,Jhoktahal Singh,NR,"Jhoktahal Sing, Punjab"
92.644475,26.441079,Assam,JRX,Juriagaon,NFR,"Mathaouri Rd, Assam"
75.213236,31.126338,Punjab,KGKD,Kang Khurd,NR,"Kang Khurd, Punjab"
81.420529,27.998447,Uttar Pradesh,KARH,Kakraha Rest House,NER,"State Highway 26, Uttar Pradesh"
92.547042,24.453018,Assam,KLCR,Katlicherra,?,"Bairabi Rd, Assam"
88.20132346,21.90539421,West Bengal,KHGR,Kashinagar Halt,ER,"Kashinagar, West Bengal"
78.022519,8.579344,Tamil Nadu,KCHV,Kachchanvilai,SR,"Thoothukudi, Tamil Nadu"
73.041259,24.029406,Gujarat,KDBM,Khed Brahma,WR,"Khedbrahma, Gujarat"
76.521104,28.331448,Haryana,JTS,Jatusana,NWR,"Nanagal Pathani Rd, Haryana"
81.509547,25.714175,Uttar Pradesh,KHNM,Kunda Harnamganj,NR,"Kunda, Uttar Pradesh"
80.546693,16.623242,Andhra Pradesh,KI,KONDAPALLI,SCR,"Kondapalli, Andhra Pradesh"
79.722552,11.43755,Tamil Nadu,KII,KILLE,SR,"NH 45A, Tamil Nadu"
83.080298,23.166227,Chhattisgarh,KLPG,KAMALPURGRAM,SECR,"National Highway 78, Chhattisgarh"
86.59816,25.661041,Bihar,KFA,KOPARIA,ECR,"Bihar, Bihar"
70.716676,22.361076,Gujarat,KHDI,KHANDERI,WR,"Rajkot, Gujarat"
70.829991,22.39349,Gujarat,KHC,KHORANA,WR,"State Highway 113, Gujarat"
77.863633,9.002019,Tamil Nadu,KDU,KADAMBUR,SR,"Kadambur, Tamil Nadu"
76.763569,15.21516,Karnataka,KDN,KUDATINI,SWR,"Bellary, Karnataka"
79.341259,22.992315,Madhya Pradesh,KKB,KARAK BEL,WCR,"Karak Bel, Madhya Pradesh"
75.407636,14.851426,Karnataka,KJG,KARAJGI,SWR,"haveri, Karnataka"
72.901534,20.316435,Gujarat,KEB,KARAMBELI,WR,"National Highway 8, Gujarat"
79.56394,19.98294,Maharashtra,KEZ,Kelzar,SECR,"Chandrapur, Maharashtra"
73.277017,22.233139,Gujarat,KEP,Kelanpur,WR,"SH 11, Gujarat"
73.28142,22.227958,Gujarat,KDHL,Kundhela,WR,"Vadodara, Gujarat"
73.61854,29.950589,Rajasthan,KESR,Kesri Singhpur,NWR,"Kesrisinghpur, Rajasthan"
73.114809,19.035625,Maharashtra,KLMC,KALAMBOLI,CR,"Navi Mumbai., Maharashtra"
74.987652,12.491175,Kerala,KGQ,KASARAGOD,SR,"Kasaragod, Kerala"
72.577873,23.097473,Gujarat,KLRD,KALI ROAD,WR,"Ahmedabad, Gujarat"
76.590073,28.130539,Haryana,KNGT,KARNAWAS,NWR,"Karnawas, Haryana"
76.615266,27.669476,Rajasthan,PSL,PARISAL,NWR,"Khairthal, Rajasthan"
70.0366109,23.1194723,Gujarat,AJE,ANJAR,WR,"Anjar, Gujarat"
76.481257,22.011786,Madhya Pradesh,KHA,Khaigaon,WCR,"East Nimar, Madhya Pradesh"
77.335544,12.758926,Karnataka,KHLL,KETOHALLI,SWR,"Bengaluru, Karnataka"
85.188728,24.810754,Bihar,KLNA,KOLHANA HALT,?,"Kothana, Bihar"
76.851134,25.918097,Madhya Pradesh,KJP,Khojeepura,NCR,"Khojeepura, Madhya Pradesh"
,,Gujarat,KMB,Kalv Amba,WR,"Gujarat, Gujarat"
88.47503,22.412606,West Bengal,KLKR,Kalikapur,ER,"Kalikapur Staion Rd, West Bengal"
,,Gujarat,KNDR,Kandari,WR,"Gujarat, Gujarat"
,,Gujarat,KNGM,Kangam,WR,"Gujarat, Gujarat"
88.256019,22.076525,West Bengal,KLW,Kalwan Halt,ER,"Kalwan, West Bengal"
81.729967,21.131542,Chhattisgarh,KDRI,Kendri,SECR,"Kendri, Chhattisgarh"
74.49286,27.277761,Rajasthan,KKNA,Khunkhuna,NWR,"State Highway 60, Rajasthan"
92.326722,24.63874,Assam,KNBR,Kanaibazar,NFR,"National Highway 44, Assam"
75.6489122412,27.530759925,Rajasthan,KHRA,Khachera,NWR,"State Highway 37, Rajasthan"
78.891017,21.470222,Maharashtra,KLOD,Kelod,SECR,"Kelod, Maharashtra"
74.331631,27.116118,Rajasthan,KHTU,Khatu,NWR,"Khatu Khurd, Rajasthan"
76.691337,8.969608,Kerala,KFV,Kundara East,SR,"Kollam-Tirumangalam Rd, Kerala"
79.90885,22.374838,Madhya Pradesh,KLZ,Keolari,SECR,"State Highway 11A, Madhya Pradesh"
76.397796,29.792735,Haryana,KLE,Kaithal,NR,"Haryana, Haryana"
86.616491,25.891166,,KKNH,Karukhirharnagar Halt,ECR,
76.475805,32.070953,Himachal Pradesh,SLHP,SULAH HIMACHAL PRADESH,NR,"Sulah, Himachal Pradesh"
76.765986,9.000279,Kerala,KKZ,Kottarakara,SR,"Kottarakkara, Kerala"
76.2281810498,29.6794838001,Haryana,KIY,Kalayat,NR,"Haryana, Haryana"
86.2766409,22.3331028,Orissa,KIJ,Kuldiha,SER,"Mayurbhanj, Orissa"
76.04934,18.371892,Maharashtra,KMRD,KALAMB ROAD,CR,"Tadwale, Maharashtra"
78.335858,18.32586,Andhra Pradesh,KMC,KAMAREDDI,SCR,"Kamareddi, Andhra Pradesh"
77.785812,27.133898,Uttar Pradesh,KLB,KIRAOLI,NCR,"Kiraoli, Uttar Pradesh"
78.202435,19.618502,Maharashtra,KNVT,KINWAT,SCR,"Kinwat, Maharashtra"
78.218904,29.331864,Uttar Pradesh,KJLU,KHARI JHALU,NR,"Jhalu, Uttar Pradesh"
76.4817815491,29.0138203113,Haryana,KHV,KARAINTHI,NR,"NH 71, Haryana"
76.336659,29.227482,Haryana,KIU,KINANA,NR,"Brarkhera, Haryana"
75.952638,29.701333,Haryana,KLWN,KALWAN,NR,"MDR 111, Haryana"
74.818173,30.578496,Punjab,KKP,KOT KAPURA,NR,"Kotkapura, Punjab"
78.420893,10.932727,Tamil Nadu,KLT,KULITALAI,SR,"Kulithalai, Tamil Nadu"
92.0818766718,26.1271784614,Assam,KKET,KAMRUP KHETRI,NFR,"Khetri, Assam"
74.188843,15.293341,Goa,KM,KALEEM,SWR,"Kalay Railway Station, Goa"
74.4997568146,15.6379344079,Karnataka,KNP,KHANAPUR,SWR,"Khanapur, Karnataka"
75.410383567214,28.7644299487341,Rajasthan,PRSR,Paharsar,NWR,"Paharsar, Rajasthan"
72.375949,23.863182,Gujarat,KMLI,KAMLI,WR,"Chhapi, Gujarat"
74.163601,18.434555,Maharashtra,SHIV,SHINDAWANE,CR,"Walti Goan, Maharashtra"
73.7198709,16.2587773,Maharashtra,KKW,KANKAVALI,KR,"Kankavli, Maharashtra"
74.943503,12.590263,Kerala,KMQ,KUMBLA,SR,"Kumbla, Kerala"
,,Tamil Nadu,KNPL,Kandanur Puduvayal,SR,"State Highway 28, Tamil Nadu"
,,Gujarat,KORA,Kora,WR,"Gujarat, Gujarat"
,,Gujarat,KORL,Kural,WR,"Vadodara Jambusar, Gujarat"
76.6327939999,8.9182952655,Kerala,KLQ,Kilikollur,SR,"Kollam, Kerala"
,,Maharashtra,KQV,Kinkhed,CR,"State Highway 201, Maharashtra"
,,Gujarat,KR,Kevdi,WR,"SH 166, Gujarat"
75.2798777728,26.9529472159,Rajasthan,KNDL,Khandel,NWR,"MDR 59, Rajasthan"
76.308694,28.83755,Haryana,KHRK,Kharak,NWR,"kharak Village, Haryana"
79.113667,21.279557,Maharashtra,KPKD,Khapri Kheda,SECR,"State Highway 243, Maharashtra"
76.994519,30.852821,Himachal Pradesh,KOTI,Koti,NR,"National Highway 22, Himachal Pradesh"
86.987831,25.18966,Bihar,KKTA,Kollikhutaha,ER,"State Highway 19, Bihar"
76.074534,30.367615,Punjab,KKRL,Kakrala,NR,"Nabha, Punjab"
77.841161,28.252454,Uttar Pradesh,KJY,Khurja City,NR,"Sikri, Uttar Pradesh"
93.13312,25.339051,Assam,KQI,KALACHAND,NFR,"Diakkawn Rd, Assam"
78.96071,29.204978,Uttarakhand,KPV,KASHIPUR,NER,"Kashipur, Uttarakhand"
70.876238,22.488122,Gujarat,KNKT,KANAKOT,WR,"State Highway 113, Gujarat"
76.005253,19.710119,Maharashtra,KODI,KODI,SCR,"Ranjani, Maharashtra"
75.250168,15.258352,Karnataka,KNO,KUNDGOL,SWR,"Kundgol, Karnataka"
75.551922,32.397897,Jammu and Kashmir,KTHU,KATHUA,NR,"Kathua, Jammu and Kashmir"
75.087931,30.120716,Punjab,KTF,KOT FATTEH,NR,"Bathinda, Punjab"
76.6417041217,27.797324415,Rajasthan,KRH,KHAIRTHAL,NWR,"Khairthal, Rajasthan"
70.695807,20.797371,Gujarat,KODR,Kodinar,WR,"Kodinar, Gujarat"
77.6206593936,26.3046614487,Madhya Pradesh,KQS,Kailaras,NCR,"Kailaras, Madhya Pradesh"
,,West Bengal,KRJN,Karanjali Halt,ER,"Tengrabichi, West Bengal"
,,Maharashtra,KRJT,Karanja Town,CR,"Karanja, Maharashtra"
75.233643,15.392095,Karnataka,KUG,KUSUGALI,SWR,"National Highway 63, Karnataka"
74.855553,26.588968,Rajasthan,KSG,KISHANGARH,NWR,"Kishangarh, Rajasthan"
85.151844,24.808297,Bihar,KRJR,KARJARA,ECR,"State Highway 8, Bihar"
86.0377370813,25.1524086588,,KRTR,KAROTA PATRI HALT,?,
73.223871,18.392294,Maharashtra,KOL,KOLAD,KR,"Kolad, Maharashtra"
73.9246644,15.4902129,Goa,KRMI,KARMALI,KR,"Karmali North, Goa"
78.724107,10.696433,Tamil Nadu,KRMG,Kumaramangalam,SR,"Avur Rd, Tamil Nadu"
,,Gujarat,KSAI,Kosadi Halt,WR,"Mosali, Gujarat"
,,Maharashtra,KSBG,Khusta Buzurg,CR,"Amravati, Maharashtra"
75.31381,11.984076,Kerala,KPQ,KANNAPURAM,SR,"Kannur District, Kerala"
76.6360420268029,30.726293624427,Punjab,KRHR,Kharar,NR,"Kharar, Punjab"
77.481521833688,20.4918257507104,Maharashtra,KRJA,Karanja,CR,"Karanja, Maharashtra"
85.0054105762,25.2633965378,,KRON,Karona Halt,?,
92.353216,24.721172,Assam,KTGM,Kayasthagram,NFR,"National Highway 44, Assam"
83.8756962079,18.8568644473,Orissa,KNGR,Kashinagar Halt,ECoR,"State Highway 34, Orissa"
79.262358,22.05458,Madhya Pradesh,KRBO,Karaboh,SECR,"SH 26, Madhya Pradesh"
88.451231,22.946024,West Bengal,KPA,Kanchrapara,ER,"Kanchrapara, West Bengal"
,,Maharashtra,KTNI,Kapustalni,CR,"Amravati, Maharashtra"
,,Bihar,KTNR,Kirtyanand Nagar,ECR,"Purnea, Bihar"
88.449759,22.330258,West Bengal,KRXM,Krishnamohan Halt,ER,"Krishnamohan, West Bengal"
81.696451,20.833165,,KRX,Kurud,SECR,
79.101401,21.249152,Maharashtra,KRDH,Koradih,SECR,"Nagpur, Maharashtra"
80.248209,13.013835,Tamil Nadu,KTPM,Kotturpuram,SR,"Chennai, Tamil Nadu"
88.256132,24.406331,West Bengal,KRP,Krishnapur,ER,"Lalgola, West Bengal"
73.918994,25.498041,Rajasthan,KUTL,Kuwanthal,NWR,"Pali, Rajasthan"
86.369799,23.765615,West Bengal,KRKN,Karkend,SER,"Karkend, West Bengal"
80.248086,13.005609,Tamil Nadu,KTBR,Kasturba Nagar,SR,"Chennai, Tamil Nadu"
71.9263402661,21.6492510362,Gujarat,KNAD,Kanad,WR,"Bhavnagar, Gujarat"
74.311248,26.991165,Rajasthan,KRC,Kiroda,NWR,"Degana, Rajasthan"
76.888706,22.191568,Madhya Pradesh,KRO,KURAWAN,WCR,"Harda, Madhya Pradesh"
78.334546145,19.6395023854,Maharashtra,KSAE,KOSAI,SCR,"Kinwat, Maharashtra"
69.8841357111,21.8521799207,Gujarat,KTLA,KATKOLA JN,WR,"Katkola Junction, Gujarat"
69.171715,22.061244,Gujarat,KRGA,KURANGA,WR,"Jamnagar, Gujarat"
73.794095,24.417763,Rajasthan,KRCD,KHARWA CHANDA,NWR,"Kharwa Chanda, Rajasthan"
72.811737,19.454407,Maharashtra,VR,VIRAR,WR,"Thane, Maharashtra"
85.285092,26.198944,Bihar,KTI,KANTI,ECR,"Kanti, Bihar"
86.498336,23.430416,West Bengal,KSU,KUSHTAUR,SER,"Purulia, West Bengal"
72.3016887134,22.6282749467,Gujarat,KTGD,KOTH GANGAD,WR,"Koth, Gujarat"
82.7112187811,23.3115927105,Chhattisgarh,KTO,KATORA,SECR,"Patna, Chhattisgarh"
,,Gujarat,KV,Kayavarohan,WR,"Kayavarohan, Gujarat"
,,Gujarat,KVO,Kevdi Road,WR,"Gujarat, Gujarat"
70.252274,21.297662,Gujarat,KSD,KESHOD,WR,"Keshod, Gujarat"
74.714584,31.610411,Punjab,KSA,KHASA,NR,"Khasa, Punjab"
94.248092,26.615923,Assam,KQY,KHARIKATIA,NFR,"Dhodar Ali, Assam"
82.6886636169,25.9657745832,Uttar Pradesh,KS,KHETA SARAI,NR,"Nawab Yousuf Rd, Uttar Pradesh"
73.123647,24.980982,Rajasthan,KTR,KOTHAR,NWR,"Pali, Rajasthan"
88.193879,21.8796,West Bengal,KWDP,Kakdwip,ER,"National Highway 117, West Bengal"
94.619336,26.851588,Assam,NMT,NAMTIALI,NFR,"National Highway 61, Assam"
74.967948,15.442249,Karnataka,KRKP,KYARKOP,SWR,"Dharwad, Karnataka"
74.858687,16.62608,Karnataka,KUD,KUDACHI,SWR,"Kudchi, Karnataka"
74.147622,17.690976,Maharashtra,KRG,KOREGAON,CR,"Koregaon, Maharashtra"
75.024008,12.423507,Kerala,KQK,KOTIKULAM,SR,"Bekal, Kerala"
77.0092961456,18.4218389359,Maharashtra,KTKR,Kumtha Khurd,SCR,"State Highway 217, Maharashtra"
76.033397,10.845724,Kerala,KTU,KUTTIPPURAM,SR,"Kuttippuram, Kerala"
90.682568,26.070884,Assam,KRNI,KRISHNAI,NFR,"NH 37, Assam"
79.35072,21.007558,Maharashtra,KUHI,Kuhi,SECR,"Nagpur, Maharashtra"
,,Maharashtra,KXD,Kokalda,CR,"Amravati, Maharashtra"
,,West Bengal,KZPB,Kazipara Barasat,ER,"Station Rd, West Bengal"
72.986389,22.899659,Gujarat,KTAL,Kathalal,WR,"Kathalal, Gujarat"
78.79207688,10.57217515,Tamil Nadu,KUTR,Kulathur,SR,"Keeranur, Tamil Nadu"
71.386531,21.73935,Gujarat,LAT,Lathi,WR,"Lathi, Gujarat"
88.123575,23.639805,West Bengal,KWF,Katwa,ER,"Katwa, West Bengal"
84.760114,25.861013,Bihar,KYH,Khairah,NER,"Saran, Bihar"
88.414597,22.343456,West Bengal,KYP,Kalyanpur,ER,"Baruipur, West Bengal"
72.752631,22.235721,Gujarat,KTNA,Kathana,WR,"Bhadran, Gujarat"
78.787292,10.576655,Tamil Nadu,KRUR,Keeranur,SR,"Keeranur, Tamil Nadu"
76.3437941406,28.1331067668,Haryana,KTWS,Kathuwas,NWR,"State Highway 26, Haryana"
78.165591,14.114788,Andhra Pradesh,KRY,Kadiri,SCR,"Kadiri, Andhra Pradesh"
84.51158,26.874522,Bihar,KUMB,KUMARBAGH,ECR,"Kumarbagh, Bihar"
86.205004,25.41636,Bihar,LAK,LAKHO,ECR,"Lakho, Bihar"
74.944911,17.007517,Maharashtra,KVK,KAVATHE MAHANKL,CR,"Jath Rd, Maharashtra"
79.241642,10.775636,Tamil Nadu,KXO,KUDIKADU,SR,"Poondi, Tamil Nadu"
88.321958,22.110055,West Bengal,LKPR,Lakshmikantpur,ER,"Lakshmikantapur, West Bengal"
70.3262904022,21.3918244015,Gujarat,LAL,LUSHALA,WR,"State Highway 99, Gujarat"
75.474956,31.359247,Punjab,KWJ,KHOJEWALA,NR,"Kapurthala, Punjab"
75.382724,31.366846,Punjab,KXH,KAPURTHALA,NR,"Kapurthala, Punjab"
87.3615834955126,25.2903918160046,Maharashtra,LING,Ling,CR,"Ling, Maharashtra"
78.766517,28.546471,Uttar Pradesh,KZS,KUAKHERA HALT,NR,"Chandausi, Uttar Pradesh"
76.799272,12.033304,Karnataka,KVE,KAVALANDE,SWR,"SH 57, Karnataka"
92.6577872687,26.1606011328,Assam,KWM,KAMPUR,NFR,"Kampur, Assam"
75.010844,30.15413,Punjab,KZW,KATAR SINGHWALA,NR,"State Highway 17, Punjab"
77.209792,8.323734,Tamil Nadu,KZTW,KULITTURAI WEST,SR,"Kanyakumari, Tamil Nadu"
75.034114,27.832586,Rajasthan,LNH,Lachhmangarh Sikar,NWR,"Laxmangarh, Rajasthan"
93.864273,26.626404,Assam,KUTI,Khumtai,NFR,"Khumtai, Assam"
78.855877,21.582533,Madhya Pradesh,LDE,Lokdhikhera,SECR,"Sausar, Madhya Pradesh"
,,Maharashtra,LDD,Ladkhed,CR,"SH 212, Maharashtra"
76.239443,10.868287,Kerala,KZC,Kulukkalur,SR,"Kulukkallur, Kerala"
72.347019,25.055439,Rajasthan,LDM,Ledarmer,NWR,"Jalor, Rajasthan"
,,Assam,LFG,Lower Haflong,NFR,"Haflong, Assam"
,,Maharashtra,LGN,Lehgaon,CR,"Amravati, Maharashtra"
,,Uttarakhand,LKKA,Lal Kuan,NER,"Lalkuan, Uttarakhand"
,,Gujarat,LMB,Limbara,WR,"SH 166, Gujarat"
88.467499,22.969219,West Bengal,KYI,Kalyani,ER,"Kalyani, West Bengal"
75.8447011951,29.7777088167,Punjab,KUDN,Kudni,NR,"MDR 101, Punjab"
76.736915,11.381409,Tamil Nadu,KXT,Ketti,SR,"Granduff Rd, Tamil Nadu"
83.379037,27.25415,,LIR,Lachmipur,NER,
78.936403,21.963575,Madhya Pradesh,LIG,Linga,SECR,"Linga, Madhya Pradesh"
74.119614,30.49849,Punjab,LDK,Ladhuka,NR,"State Highway 20, Punjab"
81.081765,28.272292,Uttar Pradesh,KYBR,Khairatiya Bandh Road,NER,"Khairatiya, Uttar Pradesh"
95.725374,27.288435,Assam,LEDO,Ledo,NFR,"Ledo, Assam"
81.26577,20.789828,Chhattisgarh,LBO,Latabor,SECR,"Latabore, Chhattisgarh"
76.068043,31.146278,Punjab,KYY,Kariha,NR,"Kariha, Punjab"
81.087812,20.637273,Chhattisgarh,KYS,Kusumkasa,SECR,"Kusumkasa, Chhattisgarh"
